nr,chemical_name,smiles,Reference,act
465,(±)-Metoprolol (+)-tartrate,O(C[C@H](O)CNC(C)C)c1ccc(cc1)CCOC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
466,Betaxolol hydrochloride,O(C[C@H](O)CNC(C)C)c1ccc(cc1)CCOCC1CC1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
467,Bisoprolol hemifumarate salt,O(C[C@H](O)CNC(C)C)c1ccc(cc1)COCCOC(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
468,Alprenolol hydrochloride,O(C[C@H](O)CNC(C)C)c1ccccc1CC=C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
469,Propafenone hydrochloride,O(C[C@H](O)CNCCC)c1ccccc1C(=O)CCc1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
470,Rolipram,O(c1cc(ccc1OC)[C@@H]1CC(=O)NC1)C1CCCC1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
471,MRS 1754,O(CC(=O)Nc1ccc(cc1)C#N)c1ccc(cc1)-c1[nH]c2c(n1)N(CCC)C(=O)N(CCC)C2=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
472,Xanthine amine congener,O(CC(=O)NCCN)c1ccc(cc1)-c1[nH]c2c(n1)N(CCC)C(=O)N(CCC)C2=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
473,Bepridil hydrochloride,O(CC(C)C)C[C@@H](N1CCCC1)CN(Cc1ccccc1)c1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
474,Carisoprodol,O(CC(CCC)(COC(=O)N)C)C(=O)NC(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
475,Felbamate,O(CC(COC(=O)N)c1ccccc1)C(=O)N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
476,Carbachol,O(CC[N+](C)(C)C)C([O-])=N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
477,Gallamine triethiodide,O(CC[N+](CC)(CC)CC)c1c(OCC[N+](CC)(CC)CC)cccc1OCC[N+](CC)(CC)CC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
478,MG 624,O(CC[N+](CC)(CC)CC)c1ccc(cc1)\C=C\c1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
479,Cirazoline hydrochloride,O(CC=1NCCN=1)c1ccccc1C1CC1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
480,MDL 28170,O(Cc1ccccc1)C(=O)N[C@H](C(C)C)C(=O)N[C@H](Cc1ccccc1)C=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
481,SCH-28080,O(Cc1ccccc1)C=1c2n(C=CC=1)c(CC#N)c(n2)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
482,O6-benzylguanine,O(Cc1ccccc1)c1nc(nc2nc[nH]c12)N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
483,REV 5901,O(Cc1nc2c(cc1)cccc2)c1cc(ccc1)[C@H](O)CCCCC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
484,SR 2640,O(Cc1nc2c(cc1)cccc2)c1cc(Nc2ccccc2C(O)=O)ccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
485,Zaprinast,O(CCC)c1ccccc1C1=NC(=O)C2=NNNC2=N1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
486,Cilostamide,O(CCCC(=O)N(C)C1CCCCC1)c1cc2C=CC(=O)Nc2cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
487,Ro 20-1724,O(CCCC)c1cc(ccc1OC)C[C@H]1NC(=O)NC1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
488,SKF 96365,O(CCCc1ccc(OC)cc1)c1cc(ccc1OC)CCn1ccnc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
489,Cilostazol,O(CCCCc1nnnn1C1CCCCC1)c1cc2CCC(=O)Nc2cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
490,Pentamidine isethionate,O(CCCCCOc1ccc(cc1)C(N)=N)c1ccc(cc1)C(N)=N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
491,Tamoxifen citrate,O(CCN(C)C)c1ccc(cc1)\C(=C(/CC)\c1ccccc1)\c1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
492,GW1929,O(CCN(C)c1ncccc1)c1ccc(cc1)C[C@@H](Nc1ccccc1C(=O)c1ccccc1)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
493,"Ethylene glycol-bis(2-aminoethylether)-N,N,N',N'-tetraacetic acid",O(CCN(CC(O)=O)CC(O)=O)CCOCCN(CC(O)=O)CC(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
494,O-(Carboxymethyl)hydroxylamine hemihydrochloride,O(N)CC(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
495,NO-711 hydrochloride,O(N=C(c1ccccc1)c1ccccc1)CCN1CC(=CCC1)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
496,L-Canavanine sulfate,O(N=C(N)N)CC[C@@H](N)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
497,2-Cyclooctyl-2-hydroxyethylamine hydrochloride,O[C@@H](CN)C1CCCCCCC1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
498,NCS-382,O[C@@H]/1c2c(CCC\C\1=C/C(O)=O)cccc2,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
499,1-Deoxynojirimycin hydrochloride,O[C@@H]1[C@H](O)[C@H](O)CN[C@@H]1CO,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
500,5alpha-Pregnan-3alpha-ol-20-one,O[C@@H]1CCC2([C@H](C1)CC[C@@H]1[C@@H]3CC[C@@H](C(=O)C)C3(CC[C@H]12)C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
501,"3-alpha,21-Dihydroxy-5-alpha-pregnan-20-one",O[C@@H]1CCC2([C@H](C1)CC[C@H]1[C@H]3CC[C@H](C(=O)CO)C3(CC[C@@H]12)C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
502,(±)-Vesamicol hydrochloride,O[C@@H]1CCCC[C@@H]1N1CCC(CC1)c1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
503,Erythro-9-(2-Hydroxy-3-nonyl)adenine hydrochloride,O[C@H]([C@H](n1c2ncnc(N)c2nc1)CCCCCC)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
504,(-)-Ephedrine hemisulfate,O[C@H]([C@H](NC)C)c1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
505,"1,4-Dideoxy-1,4-imino-D-arabinitol",O[C@H]1[C@H](NC[C@H]1O)CO,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
506,Hydroxytacrine maleate,O[C@H]1c2c(nc3c(cccc3)c2N)CCC1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
507,Yohimbine hydrochloride,O[C@H]1CC[C@@H]2[C@H](C[C@@H]3N(CCc4c5c([nH]c34)cccc5)C2)[C@H]1C(OC)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
508,7-Nitroindazole,O=[N+]([O-])c1c2[nH]ncc2ccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
509,CNQX disodium,O=[N+]([O-])c1cc2nc([O-])c([O-])nc2cc1C#N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
510,"2,3-Butanedione monoxime",O=C(\C(=N\O)\C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
511,"2,3-Butanedione",O=C(C(=O)C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
512,Ibudilast,O=C(C(C)C)c1c2n(nc1C(C)C)C=CC=C2,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
513,alpha-Lobeline hydrochloride,O=C(C[C@@H]1N(C)[C@H](CCC1)C[C@@H](O)c1ccccc1)c1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
514,JWH-015,O=C(c1c2c(n(CCC)c1C)cccc2)c1c2c(ccc1)cccc2,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
515,BW 284c51,O=C(CC[N+](C)(C)c1ccc(cc1)CC=C)CC[N+](C)(C)c1ccc(cc1)CC=C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
516,ZM 39923 hydrochloride,O=C(CCN(Cc1ccccc1)C(C)C)c1cc2c(cc1)cccc2,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
517,"N,N,N',N'-Tetramethylazodicarboxamide",O=C(N(C)C)N=NC(=O)N(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
518,Acetamide,O=C(N)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
519,3-aminobenzamide,O=C(N)c1cc(N)ccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
520,CB 1954,O=C(N)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
521,SD-169,O=C(N)c1cc2c([nH]cc2)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
522,"N,N-Dipropyl-5-carboxamidotryptamine maleate",O=C(N)c1cc2c([nH]cc2CCN(CCC)CCC)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
523,5-Carboxamidotryptamine maleate,O=C(N)c1cc2c([nH]cc2CCN)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
524,Benzamide,O=C(N)c1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
525,Pyrazinecarboxamide,O=C(N)c1nccnc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
526,"N-(3,3-Diphenylpropyl)glycinamide",O=C(N)CNCCC(c1ccccc1)c1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
527,Carbamazepine,O=C(N)N1c2c(C=Cc3c1cccc3)cccc2,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
528,R(+)-Terguride,O=C(N[C@@H]1C[C@@H]2[C@@H](N(C1)C)Cc1c3c2cccc3[nH]c1)N(CC)CC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
529,SB 222200,O=C(N[C@H](CC)c1ccccc1)c1c2c(nc(-c3ccccc3)c1C)cccc2,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
530,DM 235,O=C(N1CCN(CC1)C(=O)CC)c1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
531,N-Methyl-beta-carboline-3-carboxamide,O=C(NC)c1ncc2[nH]c3c(c2c1)cccc3,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
532,Tocainide hydrochloride,O=C(Nc1c(cccc1C)C)[C@@H](N)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
533,Lidocaine N-methyl hydrochloride,O=C(Nc1c(cccc1C)C)C[N+](C)(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
534,Lidocaine N-ethyl bromide quaternary salt,O=C(Nc1c(cccc1C)C)C[N+](CC)(CC)CC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
535,Lidocaine hydrochloride,O=C(Nc1c(cccc1C)C)CN(CC)CC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
536,"LY-278,584 maleate",O=C(NC1C[C@@H]2N([C@@H](C1)CC2)C)c1nn(c2c1cccc2)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
537,SB 200646 hydrochloride,O=C(Nc1cc2c(n(cc2)C)cc1)Nc1cccnc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
538,Prilocaine hydrochloride,O=C(Nc1ccccc1C)[C@H](NCCC)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
539,SB 206553 hydrochloride,O=C(Nc1cccnc1)N1CCc2c1cc1c(n(cc1)C)c2,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
540,Y-27632 dihydrochloride,O=C(Nc1ccncc1)C1CCC(CC1)[C@H](N)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
541,Procainamide hydrochloride,O=C(NCCN(CC)CC)c1ccc(N)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
542,N-Acetylprocainamide hydrochloride,O=C(NCCN(CC)CC)c1ccc(NC(=O)C)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
543,"PD 168,077 maleate",O=C(NCN1CCN(CC1)c1ccccc1C#N)c1cc(ccc1)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
544,Semicarbazide hydrochloride,O=C(NN)N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
545,Iproniazid phosphate,O=C(NNC(C)C)c1ccncc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
546,Nialamide,O=C(NNCCC(=O)NCc1ccccc1)c1ccncc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
547,Hydroxyurea,O=C(NO)N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
548,(Z)-Gugglesterone,O=C/1C[C@H]2[C@@H]3[C@@H](CCC2(C)\C\1=C\C)C1(C(=CC(=O)CC1)CC3)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
549,SU 5416,O=C/1Nc2c(cccc2)\C\1=C\c1[nH]c(cc1C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
550,"5alpha-Pregnan-3alpha-ol-11,20-dione",O=C1[C@@H]2[C@@H]([C@@H]3CC[C@@H](C(=O)C)C3(C1)C)CC[C@H]1C[C@H](O)CCC12C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
551,AA-861,O=C1C(CCCCC#CCCCC#CCO)=C(C)C(=O)C(C)=C1C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
552,"Me-3,4-dephostatin",O=C1C=C(N(NO)C)C=CC1=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
553,Chelidamic acid,O=C1C=C(NC(=C1)C(O)=O)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
554,Kynurenic acid,O=C1C=C(Nc2c1cccc2)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
555,U-74389G maleate,O=C1C=C2CC[C@H]3[C@@H]4CC[C@H](C(=O)CN5CCN(CC5)c5nc(nc(N6CCCC6)c5)N5CCCC5)C4(CC=C3C2(C=C1)C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
556,P-Benzoquinone,O=C1C=CC(=O)C=C1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
557,Dephostatin,O=C1C=CC(=O)C=C1N(NO)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
558,SP600125,O=C1c2c(-c3n[nH]c4c3c1ccc4)cccc2,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
559,Nalidixic acid sodium,O=C1c2ccc(nc2N(C=C1C(O)=O)CC)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
560,Androsterone,O=C1CC[C@@H]2[C@H]3[C@H](CCC12C)C1([C@H](C[C@H](O)CC1)CC3)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
561,loxoprofen,O=C1CCC[C@H]1Cc1ccc(cc1)[C@H](C(O)=O)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
562,Corticosterone,O=C1CCC2([C@@H]3[C@H]([C@H]4CC[C@H](C(=O)CO)C4(C[C@@H]3O)C)CCC2=C1)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
563,Progesterone,O=C1CCC2([C@H]3[C@@H]([C@@H]4CC[C@@H](C(=O)C)C4(CC3)C)CCC2=C1)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
564,"L-Glutamic acid, N-phthaloyl-",O=C1N([C@H](CCC(O)=O)C(O)=O)C(=O)c2c1cccc2,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
565,(-)-Cotinine,O=C1N(C)[C@H](CC1)c1cccnc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
566,"1,3-Dimethyl-8-phenylxanthine",O=C1N(C)C(=O)N(c2nc([nH]c12)-c1ccccc1)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
567,"8-Cyclopentyl-1,3-dimethylxanthine",O=C1N(C)C(=O)N(c2nc([nH]c12)C1CCCC1)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
568,8-Methoxymethyl-3-isobutyl-1-methylxanthine,O=C1N(C)C(=O)N(c2nc([nH]c12)COC)CC(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
569,Theophylline,O=C1N(C)C(=O)N(c2nc[nH]c12)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
570,3-Isobutyl-1-methylxanthine,O=C1N(C)C(=O)N(c2nc[nH]c12)CC(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
571,"1,7-Dimethylxanthine",O=C1N(C)C(=O)Nc2ncn(c12)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
